orderDate,dailySale,dailyCostPrice,dailyProfit
"2003-11-12 00:00:00",100153.93000000001,59750.05999999999,40403.87000000002
"2003-11-13 00:00:00",34606.28,22629.979999999996,11976.300000000003
"2003-11-14 00:00:00",122337.41,73872.59,48464.82000000001
"2003-11-15 00:00:00",28287.73,18077.11,10210.619999999999
"2003-11-18 00:00:00",33834.87,19370.67,14464.200000000004
"2003-11-19 00:00:00",10721.86,6812.900000000001,3908.96
"2003-11-20 00:00:00",83414.24,51930.539999999986,31483.70000000002
"2003-11-21 00:00:00",35505.63,20486.81,15018.819999999996
"2003-11-25 00:00:00",75804.5,44668.93,31135.57
"2003-11-26 00:00:00",78613.04,47846.71,30766.329999999994
"2003-11-27 00:00:00",20644.24,11201.46,9442.780000000002
"2003-12-01 00:00:00",48795.23999999999,28721.890000000003,20073.349999999988
"2003-12-02 00:00:00",119076.10000000002,70498.53,48577.57000000002
"2003-12-03 00:00:00",13059.16,7466.08,5593.08
"2003-12-05 00:00:00",36527.61,20569.23,15958.380000000001
"2003-12-09 00:00:00",59265.14,36803.68000000001,22461.459999999992
"2004-01-02 00:00:00",49614.719999999994,30217.700000000004,19397.01999999999
"2004-01-09 00:00:00",21053.689999999995,12455.18,8598.509999999995
"2004-01-12 00:00:00",47177.59,28803.28,18374.309999999998
"2004-01-15 00:00:00",49165.159999999996,26853.98,22311.179999999997
"2004-01-16 00:00:00",59830.549999999996,37956.56999999999,21873.980000000003
"2004-01-22 00:00:00",7310.42,4465.27,2845.1499999999996
"2004-01-26 00:00:00",22162.61,10925.55,11237.060000000001
"2004-01-29 00:00:00",36070.47,21254.649999999998,14815.820000000003
"2004-02-02 00:00:00",5759.42,3349.7000000000003,2409.72
"2004-02-04 00:00:00",22474.17,14660.510000000002,7813.659999999996
"2004-02-09 00:00:00",7612.0599999999995,4295.52,3316.539999999999
"2004-02-10 00:00:00",12573.279999999999,8281.94,4291.339999999998
"2004-02-12 00:00:00",32538.739999999998,20180.74,12357.999999999996
"2004-02-18 00:00:00",16901.38,10892.08,6009.300000000001
"2004-02-19 00:00:00",56822.649999999994,34733.3,22089.34999999999
"2004-02-20 00:00:00",44894.73999999999,26546.95,18347.78999999999
"2004-02-21 00:00:00",18997.89,10274.83,8723.06
"2004-02-22 00:00:00",47375.92,28696.68,18679.239999999998
"2004-02-26 00:00:00",23552.589999999997,14047.239999999998,9505.349999999999
"2004-03-02 00:00:00",40978.530000000006,23557.95,17420.580000000005
"2004-03-10 00:00:00",20355.24,11508.970000000001,8846.27
"2004-03-11 00:00:00",43369.3,26609.18,16760.120000000003
"2004-03-15 00:00:00",33820.62,22136.12,11684.500000000004
"2004-03-19 00:00:00",15322.93,8084.23,7238.700000000001
"2004-03-20 00:00:00",24995.61,15998.669999999998,8996.940000000002
"2004-03-29 00:00:00",7178.66,4085.5299999999997,3093.13
"2004-03-30 00:00:00",31670.37,19110.25,12560.119999999999
"2004-04-02 00:00:00",29284.420000000002,18454.68,10829.740000000002
"2004-04-03 00:00:00",5899.380000000001,3418.5899999999997,2480.7900000000013
"2004-04-05 00:00:00",22602.36,12918.099999999999,9684.260000000002
"2004-04-09 00:00:00",28211.7,16701.059999999998,11510.640000000003
"2004-04-12 00:00:00",16212.589999999998,10549.53,5663.059999999998
"2004-04-13 00:00:00",51252.89,29523.179999999993,21729.710000000006
"2004-04-20 00:00:00",1679.92,1000.5,679.4200000000001
"2004-04-26 00:00:00",6276.6,3493.37,2783.2300000000005
"2004-04-29 00:00:00",26155.909999999996,15612.97,10542.939999999997
"2004-05-04 00:00:00",32239.47,19242.079999999998,12997.390000000003
"2004-05-05 00:00:00",63815.28,37420.590000000004,26394.689999999995
"2004-05-07 00:00:00",41445.21,24729.280000000002,16715.929999999997
"2004-05-08 00:00:00",11843.45,6955.02,4888.43
"2004-05-11 00:00:00",42798.08,25653.15,17144.93
"2004-05-18 00:00:00",31102.850000000002,16986.75,14116.100000000002
"2004-05-26 00:00:00",25080.96,14188.41,10892.55
"2004-06-01 00:00:00",45443.53999999999,27792.279999999995,17651.26
"2004-06-03 00:00:00",37281.36,23275.120000000003,14006.239999999998
"2004-06-04 00:00:00",4632.31,2504.01,2128.3
"2004-06-08 00:00:00",4710.73,2764.62,1946.1099999999997
"2004-06-14 00:00:00",16753.300000000003,11108.73,5644.570000000003
"2004-06-15 00:00:00",66198.83,38888.70999999999,27310.12000000001
"2004-06-16 00:00:00",37769.380000000005,21527.11,16242.270000000004
"2004-06-17 00:00:00",22997.45,14937.95,8059.5
"2004-06-24 00:00:00",47065.36,27868.190000000002,19197.17
"2004-06-28 00:00:00",42044.770000000004,23442.249999999996,18602.520000000008
"2004-06-30 00:00:00",18473.71,10239.62,8234.089999999998
"2004-07-02 00:00:00",9415.13,5808.26,3606.869999999999
"2004-07-06 00:00:00",51619.02,30809.7,20809.319999999996
"2004-07-07 00:00:00",20314.440000000002,13021.09,7293.350000000002
"2004-07-12 00:00:00",35034.57,19024.710000000003,16009.859999999997
"2004-07-16 00:00:00",6419.84,3857.2799999999997,2562.5600000000004
"2004-07-19 00:00:00",35806.73,23072.300000000003,12734.43
"2004-07-20 00:00:00",61146.58999999999,36295.22,24851.369999999988
"2004-07-21 00:00:00",57882.98,35505.95999999999,22377.02000000001
"2004-07-23 00:00:00",47924.189999999995,29973.18,17951.009999999995
"2004-08-02 00:00:00",51152.86000000001,28867.00999999999,22285.850000000017
"2004-08-04 00:00:00",2611.84,1644.4399999999998,967.4000000000003
"2004-08-06 00:00:00",33347.88,20036.969999999998,13310.91
"2004-08-09 00:00:00",20009.53,12923.86,7085.669999999998
"2004-08-17 00:00:00",48298.99,28092.55,20206.44
"2004-08-19 00:00:00",39641.42999999999,24869.620000000003,14771.80999999999
"2004-08-20 00:00:00",85507.56000000001,53576.99,31930.570000000014
"2004-08-21 00:00:00",32260.160000000003,19282.82,12977.340000000004
"2004-08-27 00:00:00",43134.04,25334.66,17799.38
"2004-08-28 00:00:00",1960.8,1252.1000000000001,708.6999999999998
"2004-08-30 00:00:00",61402,36687.49,24714.510000000002
"2004-09-01 00:00:00",38785.479999999996,23156.69,15628.789999999997
"2004-09-03 00:00:00",12538.01,6933.33,5604.68
"2004-09-07 00:00:00",5858.56,4081.74,1776.8200000000006
"2004-09-08 00:00:00",84131.86999999998,52569.75,31562.11999999998
"2004-09-09 00:00:00",33924.240000000005,20030.05,13894.190000000006
"2004-09-10 00:00:00",19484.16,10743.27,8740.89
"2004-09-15 00:00:00",31310.089999999997,18276.739999999998,13033.349999999999
"2004-09-16 00:00:00",17359.53,10129.24,7230.289999999999
"2004-09-27 00:00:00",6066.78,3465.97,2600.81
"2004-09-30 00:00:00",34341.08,19729.37,14611.710000000003
"2004-10-06 00:00:00",3474.66,2053.8,1420.8599999999997
"2004-10-11 00:00:00",53116.990000000005,30915.910000000007,22201.079999999998
"2004-10-13 00:00:00",47411.33,28873.020000000008,18538.309999999994
"2004-10-14 00:00:00",76158.35,46843.76000000001,29314.589999999997
"2004-10-15 00:00:00",60216.08,35162.67999999999,25053.40000000001
"2004-10-16 00:00:00",97375.05,56266.90999999999,41108.140000000014
"2004-10-21 00:00:00",55639.66000000001,31716.3,23923.36000000001
"2004-10-22 00:00:00",87339.92000000001,53712.35999999999,33627.56000000002
"2004-10-29 00:00:00",19501.82,12197.6,7304.219999999999
"2004-11-01 00:00:00",79933.70000000001,47731.7,32202.000000000015
"2004-11-02 00:00:00",37586.369999999995,22525.6,15060.769999999997
"2004-11-03 00:00:00",44349.54,24803.340000000004,19546.199999999997
"2004-11-04 00:00:00",99155.56000000001,58143.209999999985,41012.35000000003
"2004-11-05 00:00:00",86504.95999999998,54548.18,31956.779999999977
"2004-11-09 00:00:00",19206.68,12392.97,6813.710000000001
"2004-11-10 00:00:00",20564.859999999997,12419.65,8145.209999999997
"2004-11-12 00:00:00",37654.090000000004,22527.109999999997,15126.980000000007
"2004-11-15 00:00:00",50025.35,30104.610000000004,19920.739999999994
"2004-11-16 00:00:00",15822.84,9149.380000000001,6673.459999999999
"2004-11-17 00:00:00",93153.18000000002,54624.57000000001,38528.610000000015
"2004-11-18 00:00:00",26248.780000000006,15261.800000000001,10986.980000000005
"2004-11-19 00:00:00",29480.61,19204.430000000004,10276.179999999997
"2004-11-20 00:00:00",51209.58,30112.49,21097.09
"2004-11-21 00:00:00",25505.980000000003,16625.280000000002,8880.7
"2004-11-22 00:00:00",12081.52,7519.25,4562.27
"2004-11-23 00:00:00",48927.63999999999,27329.16,21598.479999999992
"2004-11-24 00:00:00",125129.55,75699.55,49430
"2004-11-25 00:00:00",20564.449999999997,11551.409999999998,9013.039999999999
"2004-11-29 00:00:00",56186.74,34647.37,21539.369999999995
"2004-12-01 00:00:00",39964.63,22988.239999999994,16976.390000000003
"2004-12-02 00:00:00",46493.16,29064.79,17428.370000000003
"2004-12-03 00:00:00",23330.559999999998,13849.299999999997,9481.26
"2004-12-04 00:00:00",65744.72,40108.229999999996,25636.490000000005
"2004-12-07 00:00:00",25529.78,15886.590000000002,9643.189999999997
"2004-12-09 00:00:00",26311.629999999997,16071.040000000003,10240.589999999995
"2004-12-10 00:00:00",84861.71999999999,52639.68,32222.039999999986
"2004-12-15 00:00:00",32600.610000000004,19333.739999999998,13266.870000000006
"2004-12-16 00:00:00",52166.000000000015,33049.88999999999,19116.110000000022
"2004-12-17 00:00:00",31835.36,18638.69,13196.670000000002
"2005-01-05 00:00:00",12692.189999999999,7060.67,5631.519999999999
"2005-01-06 00:00:00",47619.90000000001,30268.23,17351.67000000001
"2005-01-07 00:00:00",8307.279999999999,5243.64,3063.6399999999985
"2005-01-10 00:00:00",14379.9,8622.1,5757.799999999999
"2005-01-12 00:00:00",39580.59999999999,21887.810000000005,17692.789999999986
"2005-01-19 00:00:00",13874.750000000002,8713.58,5161.170000000002
"2005-01-20 00:00:00",55406.60999999999,34234.44,21172.16999999999
"2005-01-23 00:00:00",35137.54,20615.09,14522.45
"2005-01-26 00:00:00",33967.729999999996,22413.46,11554.269999999997
"2005-01-31 00:00:00",46770.52,27493.610000000004,19276.909999999993
"2005-02-02 00:00:00",21432.310000000005,12666.829999999998,8765.480000000007
"2005-02-03 00:00:00",49523.66999999999,29191.11,20332.55999999999
"2005-02-08 00:00:00",3452.75,2630.6,822.1500000000001
"2005-02-09 00:00:00",23602.9,14714.47,8888.430000000002
"2005-02-10 00:00:00",48910.39000000001,27655.85,21254.540000000008
"2005-02-16 00:00:00",34404.21,20832.439999999995,13571.770000000004
"2005-02-17 00:00:00",80391.68,47701.49,32690.189999999995
"2005-02-22 00:00:00",36851.979999999996,22271.71,14580.269999999997
"2005-02-23 00:00:00",14155.57,9357.470000000001,4798.0999999999985
"2005-02-28 00:00:00",4466.71,2649.6800000000003,1817.0299999999997
"2005-03-01 00:00:00",46968.52,29036.780000000002,17931.739999999994
"2005-03-02 00:00:00",3516.04,2944.48,571.56
"2005-03-03 00:00:00",58260.310000000005,33953.26,24307.050000000003
"2005-03-04 00:00:00",55902.49999999999,33832.12,22070.37999999999
"2005-03-09 00:00:00",29848.519999999997,18343.640000000003,11504.879999999994
"2005-03-10 00:00:00",8807.119999999999,5103.85,3703.2699999999986
"2005-03-11 00:00:00",33593.32,21326.92,12266.400000000001
"2005-03-15 00:00:00",18102.74,11168.910000000002,6933.83
"2005-03-17 00:00:00",17928.09,10724.619999999999,7203.470000000001
"2005-03-23 00:00:00",27695.54,17412.6,10282.940000000002
"2005-03-28 00:00:00",12432.32,7648.14,4784.179999999999
"2005-03-30 00:00:00",46656.939999999995,28889.399999999998,17767.539999999997
"2005-04-01 00:00:00",62009.09,37653.58,24355.509999999995
"2005-04-03 00:00:00",43525.03999999999,28493.699999999997,15031.339999999997
"2005-04-07 00:00:00",12190.849999999999,6639.08,5551.769999999999
"2005-04-08 00:00:00",78685.74999999997,46181.959999999985,32503.789999999986
"2005-04-14 00:00:00",35157.75,21503.29,13654.46
"2005-04-15 00:00:00",21638.62,13641.230000000001,7997.389999999998
"2005-04-22 00:00:00",52844.99999999999,31412.770000000004,21432.22999999999
"2005-04-23 00:00:00",2326.18,1727.65,598.5299999999997
"2005-04-29 00:00:00",36442.34,21857.14,14585.199999999997
"2005-05-01 00:00:00",29070.379999999997,18351.12,10719.259999999998
"2005-05-03 00:00:00",46895.48,27090.32,19805.160000000003
"2005-05-05 00:00:00",28500.78,16515.27,11985.509999999998
"2005-05-06 00:00:00",50806.84999999999,33221.25,17585.59999999999
"2005-05-09 00:00:00",10945.26,7137.129999999999,3808.130000000001
"2005-05-10 00:00:00",35362.26,22862.589999999997,12499.670000000006
"2005-05-13 00:00:00",28574.899999999998,15817.180000000002,12757.719999999996
"2005-05-16 00:00:00",23627.440000000002,13798.240000000002,9829.2
"2005-05-17 00:00:00",52420.07000000001,33536.26,18883.810000000005
"2005-05-29 00:00:00",49890.60999999999,29095.54,20795.069999999992
"2005-05-30 00:00:00",14447.169999999998,9463.53,4983.639999999998
"2005-05-31 00:00:00",70933.73999999999,42452.70999999999,28481.03
